datasets,spl,single_ans,conversations,answer
argsum,sample,Evidence,"As Emanuel said, 'The Netherlands studies fail to demonstrate that permitting physician-assisted suicide and euthanasia will not lead to the nonvoluntary euthanasia of children, the demented, the mentally ill, the old, and others.'",['Evidence']
argsum,sample,Evidence,"A study by the National Association of State Directors of Career Technical Education Consortium in 2019 found that vocational education programs are designed to meet current workforce needs and provide training and education in in-demand fields, which can better fit the career goals and aspirations of many students.",['Evidence']
argsum,sample,Evidence," Herbert was always happiest and at his best when he was performing. A talented actor, he felt secure and confident when the cameras rolled, but like many child actors, he faced difficulties adjusting to the real world beyond the controlled environment inside the studio walls. The career of a child actor often creates a profoundly troubling lack of identity at a difficult time, just after he has lost his commercial value with the onset of puberty.",['Evidence']
argsum,sample,Evidence,"Solutions journalism posits that reporting on ways that problems are being addressed can increase engagement among audiences, enhances a sense of efficacy, and fosters constructive discourse around controversial issues.",['Evidence']
argsum,sample,Evidence,"In fact, there are certain combat positions for which women provide a unique tactical advantage in counterinsurgency operations. Male service members, for example, are prohibited from looking at or speaking to Afghan women on patrols and from touching them at routine checkpoints to search for weapons and explosives—a challenge that poses a security risk that only female service members are equipped to address. ",['Evidence']
argsum,sample,Evidence,The study found that subsidies for vocational education in Germany led to a significant increase in employment in the relevant fields. This suggests that subsidizing vocational education can lead to an influx of workers in those professions.,['Evidence']
argsum,sample,Evidence,"For example, many types of clothes popular among female students (especially during hot weather) are considered to be “sexually suggestive” (“School dress codes,” 2017, para. 7). According to the proponents of such rules for teenage girls, short skirts and similar clothes contribute to sexual crime in schools (“School dress codes,” 2017).",['Evidence']
argsum,sample,Evidence,"I was 18 [and homeless] and the council said I was not a priority. I was struggling with depression and anxiety and juggling work. I was told that if I stop work and have a baby I would be more likely to get housing – Tayah, west London.",['Evidence']
argsum,sample,Evidence,"Herbert Spencer noted that whether a person votes for the winning candidate, votes for a losing candidate, or abstains from voting, he will be deemed to have consented to the rule of the winning candidate, if they were to follow the doctrine of Blackstone of which Spencer stated A rather awkward doctrine this.",['Evidence']
argsum,sample,Evidence,"A study by the National Association of State Directors of Career Technical Education Consortium in 2019 found that vocational education programs can promote workforce diversity by providing training and education in in-demand fields, which can benefit the entire market and society by increasing the representation of diverse individuals in the workforce.",['Evidence']
argsum,sample,Evidence,"In relation to computer software, the Business Software Alliance (BSA) claimed in its 2011 piracy study: Public opinion continues to support intellectual property (IP) rights: Seven PC users in 10 support paying innovators to promote more technological advances..",['Evidence']
argsum,sample,Evidence,"Those seeking to enforce compulsory vaccination argued that the public good overrode personal freedom, a view supported by the U.S. Supreme Court in Jacobson v. Massachusetts in 1905, a landmark ruling which set a precedent for cases dealing with personal freedom and the public good.",['Evidence']
argsum,sample,Evidence,"Secretary of Defense Donald Rumsfeld later approved interrogation techniques in Guantánamo that included sleep deprivation, stress positions, nudity, sensory deprivation and threatening detainees with dogs. ",['Evidence']
argsum,sample,Evidence,"Williams believes programs such as affirmative action and minimum wage laws set up to aide minorities have, in fact, been harmful to them and stifled their ability to advance in society.",['Evidence']
argsum,sample,Evidence,"Economists Betsey Stevenson and Justin Wolfers looked in detail at the changes and driving forces in marriage and divorce rates in the US.14 They suggest that the changes we see in divorce rates may be partly reflective of the changes in expectations within marriages as women entered the workforce. Women who married before the large rise in female employment may have found themselves in marriages where expectations were no longer suited. Many people in the postwar years married someone who was probably a good match for the postwar culture, but ended up being the wrong partner after the times had changed. This may have been a driver behind the steep rise in divorces throughout the 1970s and 1980s.",['Evidence']
argsum,sample,Evidence,"To be frank, the arguments for keeping women from fighting in combat are sexist and stupid. The idea that women might hurt “unit cohesion” is objectifying, and the argument that women are too weak to fight has been proven false by female athlete after female athlete, not to mention by the women already serving in the army.",['Evidence']
argsum,sample,Evidence,"'This matters a great deal for access in the persistently White institutions that generally control the pathways to power in our society,' said Ed Wingenbach, president of Hampshire College, a liberal arts college in Amherst, Massachusetts.",['Evidence']
argsum,sample,Evidence,"A report by the U.S. Department of Labor in 2018 found that child actors are at high risk of exploitation due to long work hours, lack of oversight, and the vulnerability associated with their age.",['Evidence']
argsum,sample,Evidence,"A report by the Bureau of Labor Statistics in 2022 found that there is high demand for skilled workers in industries such as healthcare, technology, and advanced manufacturing, and vocational education can provide training and education in these fields.",['Evidence']
argsum,sample,Evidence,"In the United States, 92% of adults aged 25-64 have completed upper secondary education, higher than the OECD average of 79%.",['Evidence']
argsum,sample,Evidence,"Morocco was a heavily indebted country in the 1980s. Austerity measures and promarket reforms have been credited with positive outcomes, including economic stability, steady growth at low inflation rates, and a gradual fall in unemployment. ",['Evidence']
argsum,sample,Evidence,"Some copyright scholars believe that, regardless of contemporary advances in technology, copyright remains the fundamental way by which authors, sculptors, artists, musicians and others can fund the creation of new works, and that without a significant period of legal protection of their future income, many valuable books and artworks would not be created.",['Evidence']
argsum,sample,Evidence,"One of the issues opponents are raising is the ethical and moral implication of breaking the law of nature, that is, the traditional way of conception without interfering with the gender of the unborn child. For them, parents should not act like “God” and deliberately choosing the sex of their baby.",['Evidence']
argsum,sample,Evidence,"The Effect of Retirement on Physical and Cognitive Function by Richard Suzman, published in the Journal of Gerontology, found that mandatory retirement leads to decreased physical and cognitive function. ",['Evidence']
argsum,sample,Evidence,"A study authorized by the Trilateral Commission in 1975 to examine the governability of American democracy found that the most notable new source of national power in 1970, as compared to 1950, was the national media, suggesting also that there was considerable evidence to suggest that the development of television journalism contributed to the undermining of governmental authority.",['Evidence']
argsum,sample,Evidence,"In exchange for bailouts, the EU and European Central Bank (ECB) embarked on an austerity program that sought to bring Greece's finances under control. Greece's deficit has dramatically decreased, but the country's austerity program has been a disaster in terms of healing the economy.",['Evidence']
argsum,sample,Evidence,The prostitutes are treated as sex workers who enjoy benefits similar to other occupations.,['Evidence']
argsum,sample,Evidence,"Aware of discussions on the continued mandatory priestly celibacy, most prominently by the Cardinal Archbishop Emmanuel C√©lestin Suhard of Paris, Spiazzi argued in Monitor Ecclesiasticus, that historical evidence for mandatory priestly celibacy was extremely shaky.",['Evidence']
argsum,sample,Evidence,"IMF-required austerity is significantly associated with rising inequality, by increasing the income share to the top ten percent at the expense of the bottom 80 percent. Unsurprisingly, the impact can also be seen in significantly rising poverty levels in countries facing tighter austerity requirements.",['Evidence']
argsum,sample,Evidence,"By the end of his tenure, UC was admitting more minority students than it was in 1997, the year before the ban on affirmative action took effect.",['Evidence']
argsum,sample,Evidence,"A report by the National Skills Coalition in 2020 found that vocational education programs often have a career-focused curriculum, which can better fit the career goals and aspirations of many students compared to traditional academic programs.",['Evidence']
argsum,sample,Evidence,"Two to three million deaths are prevented each year worldwide by vaccination, and an additional 1.5 million deaths could be prevented each year if all recommended vaccines were used.",['Evidence']
argsum,sample,Evidence,"Duke survived to become a television star (The Patty Duke Show) in the early-to-mid-'60s, before moving on to more film and television work (including a memorable role in Valley of the Dolls), becoming an activist in the Screen Actors Guild, writing two memoirs (Call Me Anna and A Brilliant Madness) describing her troubled child acting career and her lifelong battle with manic depression, and becoming an advocate for better protection and benefits for child actors.",['Evidence']
argsum,sample,Evidence,"Perhaps one of the positive sides of applying the gender selection method is the opportunity of would-be parents to raise the number of children they want. In some countries, limiting the size of a family is encouraged. In fact, in China, there was a 1979 law which prohibited families to have more than one child although over the years, there had been some changes. Also, there are couples who want a specific gender for a first-born. With this practice now available, mothers need not have to give birth multiple times just so they can have a baby with the gender they prefer.",['Evidence']
argsum,sample,Evidence,"In common usage, the phrase 'flag burning' refers only to burning a flag as an act of protest.",['Evidence']
argsum,sample,Evidence,"John Paul II states, These techniques, insofar as they involve the manipulation and destruction of human embryos, are not morally acceptable, even when their proposed goal is good in itself. Thus, according to the Catholic ethical system, even a good that might come from therapeutic cloning would be morally unacceptable, as it would be the result of an act which, according to Catholics, is itself intrinsically immoral.",['Evidence']
argsum,sample,Evidence,Supporters of celibacy claim that Roman Catholic priests suffering sexual temptations are not likely to turn immediately to a teenage boy simply because Church discipline does not permit clergy to marry.,['Evidence']
argsum,sample,Evidence,Celibacy is an unnatural act in nature. All living organisms are meant to reproduce. The sexual act is critical for the survival of the species.,['Evidence']
argsum,sample,Evidence,"As applied to the euthanasia debate, the slippery slope argument claims that the acceptance of certain practices, such as physician-assisted suicide or voluntary euthanasia, will invariably lead to the acceptance or practice of concepts which are currently deemed unacceptable, such as non-voluntary or involuntary euthanasia.",['Evidence']
argsum,sample,Evidence,"For example, cloning can be used to produce genetically modified organisms that can be used for a range of applications, such as producing new medicines and improving agricultural production. A study by the Nature Biotechnology journal found that cloning can help to advance biotechnology.",['Evidence']
argsum,sample,Evidence,Kinsella also claims that the only way that intellectual property rights can be implemented is by limiting others' physical property rights.,['Evidence']
argsum,sample,Evidence,"According to data from 2016, approximately 10 million people used firearms for hunting, more than 50 percent of all hunters participated in target shooting, and 22 percent of hunters visited shooting ranges (U.S. Fish and Wildlife Service, 2018).",['Evidence']
argsum,sample,Evidence,"In theLos Angeles County Sheriff's Department 's study, they concluded that 70% of them had traumatizing experiences of physical violence, 40% of these women were involved in prostitution, and 84% of the women with children were incapable of taking care of them.",['Evidence']
argsum,sample,Evidence,"Adults in households with annual incomes under $40,000 are more than three times as likely as adults in households with incomes over $90,000 to say it is difficult to afford their health care costs (69% v. 21%).",['Evidence']
argsum,sample,Evidence,"The measures implemented in 2010 achieved a remarkable degree of fiscal consolidation, bringing the Greece government deficit from 15.8% in 2009 to 10.7% in 2010.",['Evidence']
argsum,sample,Evidence,"Americans with less than five-figure incomes pay an effective payroll tax rate of 14.1 percent, while those making seven-figure incomes or more pay just 1.9 percent.",['Evidence']
argsum,sample,Evidence,"When a man and woman get married, the two become one. Marriage is a bond like no other. It gives us a life partner, a teammate, as we move through the challenges of life together.",['Evidence']
argsum,sample,Evidence,"A report by the International Labour Organization in 2012 found that mandatory retirement ages can help boost employment for young people, as older workers are encouraged to leave the workforce and make room for younger workers.",['Evidence']
argsum,sample,Evidence,The survey found that online social network accounts had been subject to unauthorized access in 60 million cases in 2011.,['Evidence']
argsum,sample,Evidence,"A report by the National Center for Postsecondary Research in 2020 found that students in vocational education programs often have lower dropout rates compared to those in traditional academic programs, suggesting that vocational education may better fit the learning styles and interests of many students.",['Evidence']
argsum,sample,Evidence,"The Retirement Decision and the Economic Status of Older Workers by Richard Johnson, Jonathan Schwabish and Jennifer Topper, published in the Journal of Policy Analysis and Management, found that mandatory retirement leads to decreased economic well-being for those forced to retire.",['Evidence']
argsum,sample,Evidence,"Some people also criticize the parents of child actors for allowing their children to work, believing that more normal activities should be the staple during the childhood years.",['Evidence']
argsum,sample,Evidence,"Some opponents believe, among other things, that affirmative action devalues the accomplishments of people who belong to a group it's supposed to help, therefore making affirmative action counter-productive.",['Evidence']
argsum,sample,Evidence,"A study by the International Monetary Fund in 2019 found that mandatory retirement ages can stimulate economic growth, as younger workers are given more opportunities to enter the workforce and contribute to economic activity.",['Evidence']
argsum,sample,Evidence,"A report by the RAND Corporation in 2013 found that private military companies often invest in advanced technology, allowing them to stay ahead of their competitors and provide more effective services.",['Evidence']
argsum,sample,Evidence,"A study by the Georgetown University Center on Education and the Workforce in 2020 found that investments in vocational education can increase workforce productivity by providing relevant and in-demand training and education, which can benefit the entire market and society by contributing to overall economic development.",['Evidence']
argsum,sample,Evidence,"We will continue to bring the world’s most dangerous terrorists to justice—and we will continue working to collect the vital intelligence we need to protect our country.  The current transfers mean that there are now no terrorists in the CIA program.  But as more high-ranking terrorists are captured, the need to obtain intelligence from them will remain critical—and having a CIA program for questioning terrorists will continue to be crucial to getting life-saving information",['Evidence']
argsum,sample,Evidence,"For example, the Russian operation Internet Research Agency is accused of interfering in the U.S. presidential election of 2016 by using social media to spread disinformation that stirred up conflict and distrust.",['Evidence']
argsum,sample,Evidence,"A study by the National Bureau of Economic Research (NBER) in 2016 found that allowing people to retire when they are ready can increase financial security, as older workers can continue to earn an income and build retirement savings, reducing the risk of poverty in old age.",['Evidence']
argsum,sample,Evidence, Knowing that a partner will always prioritize time and personal investment to a single person leaves that person with greater confidence that the emotional dynamics and support system will retain it’s stability. More so than it would with someone who divides time and personal investment between multiple partners who may have changing needs and wants.,['Evidence']
argsum,sample,Evidence,"Emmaline Soken-Huberty, freelance author, in an undated article, 5 Reasons Why The Death Penalty is Wrong, accessed on Sep. 2, 2021 and available at humanrightscareers.com, stated: The fact that it doesn’t prevent crime may be the most significant reason why the death penalty is wrong. Many people might believe that while the death penalty isn’t ideal, it’s worth it if it dissuades potential criminals. However, polls show people don’t think capital punishment does that. The facts support that view. The American South has the highest murder rate in the country and oversees 81% of the nation’s executions. In states without the death penalty, the murder rate is much lower. There are other factors at play, but the fact remains that no studies show that capital punishment is a deterrent. If the death penalty is not only inhumane, discriminatory, and arbitrary, but it often claims innocent lives and doesn’t even prevent crime, then why should it still exist? It’s disappearing from legal systems around the world, so it’s time for all nations (like the United States) to end it.",['Evidence']
argsum,sample,Evidence,"Pinkerton observes a tumultuous history involving allegations of anti-India bias in the BBC's reportage, particularly during the cold war, and concludes that the BBC's coverage of South Asian geopolitics and economics shows a pervasive and hostile anti-India bias due to the BBC's alleged imperialist and neo-colonialist stance.",['Evidence']
argsum,sample,Evidence,"In 2010, the Court further strengthened Second Amendment protections in McDonald v. City of Chicago, 567 F.3d 856. The plaintiff in McDonald challenged the constitutionality of the Chicago handgun ban, which prohibited handgun possession by almost all private citizens. In a 5-4 decision, the Court, citing the intentions of the framers and ratifiers of the Fourteenth Amendment, held that the Second Amendment applies to the states through the incorporation doctrine.",['Evidence']
argsum,sample,Evidence,A 2016 study finds that compulsory voting reduces the gender gap in electoral engagement in several ways.,['Evidence']
argsum,sample,Evidence,"The UNESCO report emphasized the negative effects of overurbanization, detailing low levels of living as inadequate housing, the almost complete absence of mass sanitary facilities, the presence of filth, squalor, repugnant odours, disease and high mortality and large urban groups who have little or no access to educational facilities.",['Evidence']
argsum,sample,Evidence,"Scott Plous, PhD, Professor of Psychology at Wesleyan University, wrote in his article “Ten Myths About Affirmative Action,” posted on his website: 'Several studies have documented important gains in racial and gender equality as a direct result of affirmative action.'",['Evidence']
argsum,sample,Evidence,"The editor of the British Medical Journal, Dr. Fiona Godlee, gave her personal support to Rolles' call for decriminalisation, and the arguments drew particular support from Sir Ian Gilmore, former president of the Royal College of Physicians, who said we should be treating drugs as a health issue rather than criminalising people and this could drastically reduce crime and improve health.",['Evidence']
argsum,sample,Evidence,"Millions of girls around the world experience female genital mutilation (FGM) as a prerequisite to marriage or as a means to control a woman’s sexuality before marriage. This is an infringement on a woman’s right to her bodily autonomy, and as it is often performed on school-aged girls, also stops them from being able to access education and deprives them of their childhood, as well as causing both short- and long-term health consequences.  ",['Evidence']
argsum,sample,Evidence,A reduction in wages and public expenditure negatively impacts domestic demand. But this negative effect is offset by the positive effect on exports. A strong state commitment to macroeconomic stability and improved cost competitiveness improved the real exchange rate (REER) and facilitated an export-led recovery. ,['Evidence']
argsum,sample,Evidence,"In 2021, the top 10 percent of Americans held nearly 70 percent of U.S. wealth, up from about 61 percent at the end of 1989. The share held by the next 40 percent fell correspondingly over that period. The bottom 50 percent (roughly sixty-three million families) owned about 2.5 percent of wealth in 2021.",['Evidence']
argsum,sample,Evidence,"Cloning can also be used to advance medical research in a number of different areas. For example, cloning can be used to study the development of diseases and to develop new treatments for those diseases. A study by the Journal of the American Medical Association found that cloning can help to improve the understanding of diseases like Alzheimer's and to develop new treatments for those diseases.",['Evidence']
argsum,sample,Evidence,"One  of  the  factors  that  influence  adolescent  psychological  well-being  is  the role  of  family and  parents.  In  general,  parental  marriage  contributes  to  the  well-being  of  children  (Ribar, 2015) because  of  the financial  support between  husband and  wife, social  interaction between family members, and  stability  of  the relationship  between  parents who  are  bound  in marriage commitments.  Shek  et  al.  (2014)  found  that  parental  marital  conditions,  family  functioning, relationships  between  children  and  parents,  and  communication  patterns  affect  the  level  of psychological well-being  of  adolescents. ",['Evidence']
argsum,sample,Evidence,"The most commonly proposed austerity measures in the IMF loans include wage bill cuts and freezes (31 countries), increases to or the introduction of value-added tax (VAT) (14 countries), and general public expenditure cuts (55 countries).",['Evidence']
argsum,sample,Evidence,"As a stimulant and catalyst for the development of new technologies, and for research in the basic sciences, it is unparalleled by any other activity. In this respect, we may even say that the space program is taking over a function which for three or four thousand years has been the sad prerogative of wars.",['Evidence']
argsum,sample,Evidence,Another important matter which the legate had been ordered to carry out was the enforcement of the law of clerical celibacy.,['Evidence']
argsum,sample,Evidence,Evidence published by John Helliwell (and Shawn Grover) in the Journal of Happiness Studies finds that marriage makes people happier and that they continue to be more satisfied years into the marriage.,['Evidence']
argsum,sample,Evidence,"In 2013, it cost about $2.7 million per prisoner (which is, admittedly, still a lot!), up from an estimate of $800,000 per prisoner in 2011. Factor in the age of some of the prisoners still there and the medical care they'll eventually need, and it's easy to see the $13 million figure going even higher.",['Evidence']
argsum,sample,Evidence,Women are more effective in some circumstances than men. Allowing women to serve doubles the talent pool for delicate and sensitive jobs that require interpersonal skills not every soldier has. Having a wider personnel base allows militaries to have the best and most diplomatic soldiers working to end conflict quickly.,['Evidence']
argsum,sample,Evidence,"Reuters reported last year that Facebook had committed to restrict significantly more Vietnamese content after Vietnam passed a cybersecurity law in 2018, and Amnesty International documented some of the impact on activists and journalists. CPJ noted that the law’s vague prohibitions on posts that would offend leaders, distort history, or cause confusion were a clear threat to press freedom.",['Evidence']
argsum,sample,Evidence,"For example, scientists could use cloning to study the genetic makeup of individuals with a particular disease and to develop therapies that target the underlying cause of the disease. A study by the Nature Genetics journal found that cloning could be used to develop gene therapies for a range of diseases.",['Evidence']
argsum,sample,Evidence,"A group of congressmen led by Maurice Hinchey wrote a letter to FDA's commissioner Andrew von Eschenbach, expressing their disapproval of the FDA's statement and pointed out the FDA's rejection of medical cannabis was inconsistent with the findings of the Institute of Medicine, which stated cannabis does have medical benefits.",['Evidence']
argsum,sample,Evidence,"Freedom to manifest one’s religion or beliefs shall be subject only to such limitations as are prescribed by law and are necessary in a democratic society in the interests of public safety, for the protection of public order, health or morals, or for the protection of the rights and freedoms of others.",['Evidence']
argsum,sample,Evidence,"In an article published mid-2009, Pratchett stated that he wished to die by assisted suicide (although he disliked that term) before his disease progressed to a critical point.",['Evidence']
argsum,sample,Evidence,"The National Education Association, a United States teachers' union and professional association, opposes homeschooling.",['Evidence']
argsum,sample,Evidence,"Satellite imagery and climate data also supports sectors like agriculture, offering benefits to the communities they serve. Amazon Web Services and Digital Earth Africa use Open Data Cube to make global satellite data more accessible and can be used to help farmers improve food production to reduce hunger, tackle unregulated mining and its knock-on effects, and identify new opportunities for economic growth.",['Evidence']
argsum,sample,Evidence,"The researchers described this process further in a 2010 book titled Taking the crime out of sex work- New Zealand sex workers' fight for decriminalisation.It was written by Gillian Abel (a senior public health researcher and lecturer at the University of Otago, New Zealand), Lisa Fitzgerald (a public health sociologist and social science lecturer in the School of Population Health, University of Queensland), and Catherine Healy (a founding member of the New Zealand Prostitutes' Collective). The book includes the results of interviews with over 700 sex workers, and concludes that the decriminalisation has had positive effects for the prostitutes' safety and health.",['Evidence']
argsum,sample,Evidence," Libertarians also argue that protection of property rights is essential for ensuring individual freedom. By guaranteeing individuals the right to own and control property, libertarians believe that individuals are better able to make decisions about how to use their resources and pursue their own goals. For example, economist James Buchanan argues that property rights are fundamental to a just and free society",['Evidence']
argsum,sample,Evidence,"A study published in the Journal of Adolescence in 2018 found that child performers may experience long-term negative effects on their personal, professional, and academic lives, leading to difficulties in adulthood.",['Evidence']
argsum,sample,Evidence,"Many advocates of a more libertarian view, such as Americans for Limited Government, say that reduced taxation is a noble goal for its own sake, leading to increases in financial freedom and economic prosperity.",['Evidence']
argsum,sample,Evidence,Research by the Schoolwear Association found that 83% of teachers thought 'a good school uniform… could prevent bullying based on appearance or economic background.',['Evidence']
argsum,sample,Evidence,These feminists believe that many clients use the services of prostitutes because they enjoy the power trip they derive from the act and the control they have over the woman during the sexual activity.,['Evidence']
argsum,sample,Evidence,"The principle that men and women should receive equal pay for equal work has been enshrined in the European Treaties since 1957 (today: Article 157 of the Treaty on the Functioning of the European Union (TFEU)). Article 153 TFEU allows the EU to act in the wider area of equal opportunities and equal treatment in employment matters and within this framework Article 157 TFEU authorises positive action to empower women. In addition, Article 19 TFEU provides for the adoption of legislation to combat all forms of discrimination, including on the basis of sex. Legislation against trafficking in human beings, in particular women and children, has been adopted on the basis of Articles 79 and 83 TFEU. The Rights, Equality and Citizenship Programme finances, among others, measures contributing to the eradication of violence against women, based on Article 168 TFEU.",['Evidence']
argsum,sample,Evidence,"Theodore Drange (2006)  has developed an argument that if God were the sort of being that wanted humans to come to believe that he exists, then he could bring it about that far more of them would believe than currently do.  God would be able, he would want humans to believe, there is nothing that he would want more, and God would not be irrational.  So God would bring it about that people would believe.  In general, he could have brought it about that the evidence that people have is far more convincing than what they have.  He could have miraculously appeared to everyone in a fashion that was far more compelling than the miracles stories that we have.  It is not the case that all, nearly all, or even a majority of people believe, so there must not be a God of that sort.",['Evidence']
argsum,sample,Evidence,"Regardless, the general consensus among most studies regarding violence against prostitutes is that rates of physical violence against prostitutes is extremely high, particularly among female sex workers (transgender inclusive) who experience higher rates of physical violence than their male counterparts.",['Evidence']
argsum,sample,Evidence,Mayo Clinic states that natural infection 'often provides more complete immunity than a series of vaccinations.',['Evidence']
argsum,sample,Evidence,Women in indoor and outdoor prostitution both report high levels of violence and constant need for vigilance and fear.,['Evidence']
argsum,sample,Evidence,"Supporters argued that legalizing marijuana in California would help alleviate the drug war in Mexico. Based on the theory espoused by the White House Office of National Drug Control Policy that up to 60% of Mexican drug cartels' profits come from sales of marijuana, legalizing the drug in nearby California would drastically cut their funding. As a result, supporters of this argument believed that legalization would lead to a decrease in drug-related violent crime in Mexico.",['Evidence']
