datasets,spl,single_ans,conversations,answer
ibm_claim_pola,sample,For,A homogeneous community grounded on consensus may be unable to criticize the injustice and exclusionary practices that undermine it,['For']
ibm_claim_pola,sample,For,"Teaching non-traditional sports to students may provide the necessary motivation for students to increase their activity, and can help students learn about different cultures",['For']
ibm_claim_pola,sample,For,nuclear weapons induce stability in all regimes,['For']
ibm_claim_pola,sample,For,Truth and reconciliation commissions can provide proof against historical revisionism of state terrorism and other crimes and human rights abuses,['For']
ibm_claim_pola,sample,For,Israel's blockade of Gaza is illegal,['For']
ibm_claim_pola,sample,For,belief in a higher being is the product of fear,['For']
ibm_claim_pola,sample,For,there is a moral imperative not to procreate,['For']
ibm_claim_pola,sample,For,care work is directly related to the health of a society as well as to the economic development of that society,['For']
ibm_claim_pola,sample,For,The argument for the existence of god is a logical fallacy,['For']
ibm_claim_pola,sample,For,the only way to effectively end violence is by granting amnesties,['For']
ibm_claim_pola,sample,For,a central planning authority would have to be endowed with powers that would impact and ultimately control social life,['For']
ibm_claim_pola,sample,For,"The OSS development approach has helped produce reliable, high quality software",['For']
ibm_claim_pola,sample,For,any interference with the market process decreases social well being,['For']
ibm_claim_pola,sample,For,immigrants have high rates of criminality,['For']
ibm_claim_pola,sample,For,"the offensive was the result of Israel’s ""patience running out"" over the rocket attacks",['For']
ibm_claim_pola,sample,For,"abortion, and especially late-term abortion, is unjust",['For']
ibm_claim_pola,sample,For,Tobacco-related diseases are some of the biggest killers in the world today,['For']
ibm_claim_pola,sample,For,Problem gambling is often associated with increased suicidal ideation,['For']
ibm_claim_pola,sample,For,the inclusive nature of democracy can lift the fear of difference that some believe is a license to kill,['For']
ibm_claim_pola,sample,For,Advertising increasingly invades public spaces,['For']
ibm_claim_pola,sample,For,users should be able to study and change the software they use,['For']
ibm_claim_pola,sample,For,freedom of speech ends when sacred values are offended,['For']
ibm_claim_pola,sample,For,All cultures and civilizations should be treated and promoted equally,['For']
ibm_claim_pola,sample,For,the size of the winnings from free trade are larger than the losses,['For']
ibm_claim_pola,sample,For,flag-burning is not constitutionally protected,['For']
ibm_claim_pola,sample,For,the best interests in a given society are achieved by allowing its participants to pursue their own financial self-interest with little or no restraint,['For']
ibm_claim_pola,sample,For,the First Amendment does not guarantee the right to employ every conceivable method of communication at all times and in all places,['For']
ibm_claim_pola,sample,For,a man who grows accustomed to the use of contraceptive methods may forget the reverence due to a woman,['For']
ibm_claim_pola,sample,For,Monarchy encourages a feeling of dependency in many people who should instead have confidence in themselves and their fellow citizens,['For']
ibm_claim_pola,sample,For,free markets work best,['For']
ibm_claim_pola,sample,For,"Compared to the environmental impact of traditional energy sources, the environmental impact of wind power is relatively minor",['For']
ibm_claim_pola,sample,For,"Flag burning is most likely to be indulged in not to express any particular idea, but to antagonize others",['For']
ibm_claim_pola,sample,For,the fetus has a right to life,['For']
ibm_claim_pola,sample,For,The total amount of available power from the wind is considerably more than present human power use from all sources,['For']
ibm_claim_pola,sample,For,The human fetus is a person and therefore has a right to life,['For']
ibm_claim_pola,sample,For,free markets have the potential to free states from the looming prospect of recurrent warfare,['For']
ibm_claim_pola,sample,For,hydroelectric plants produce much lower life-cycle emissions than other types of generation,['For']
ibm_claim_pola,sample,For,"As a form of collective punishment, Israel’s continuing blockade of Gaza is a flagrant violation of international law",['For']
ibm_claim_pola,sample,For,The idea of God necessarily ends in the enslavement of mankind,['For']
ibm_claim_pola,sample,For,each ethnic and national group has the right to maintain and preserve its cultural distinction and integrity,['For']
ibm_claim_pola,sample,For,using condoms during sex is morally contraceptive and thus a sin,['For']
ibm_claim_pola,sample,For,"Introducing students to activities like bowling, walking/hiking, or Frisbee at an early age can help students develop good activity habits that will carry over into adulthood",['For']
ibm_claim_pola,sample,For,"proprietary software commonly contains ""malicious features",['For']
ibm_claim_pola,sample,For,Exposure to violent video games causes at least a temporary increase in aggression and this exposure correlates with aggression in the real world,['For']
ibm_claim_pola,sample,For,Wind energy is a clean energy source,['For']
ibm_claim_pola,sample,For,policy makers consistently underestimated the disastrous effects of rigid spending cuts on economic growth,['For']
ibm_claim_pola,sample,For,Contact sports have a higher risk of transmission of blood-borne disease between players,['For']
ibm_claim_pola,sample,For,Truth-seeking processes allow societies to examine and come to grips with past crimes and atrocities and prevent their future repetition,['For']
ibm_claim_pola,sample,For,ads depict the interests and lifestyles of the elite as natural; cultivating a deep sense of inadequacy among viewers,['For']
ibm_claim_pola,sample,For,The effect of union activities to influence pricing is potentially very harmful,['For']
ibm_claim_pola,sample,For,nuclear weapons can induce stability,['For']
ibm_claim_pola,sample,For,"There is little danger from anabolica, when the athletes are kept on strictly monitored programmes",['For']
ibm_claim_pola,sample,For,less costs of marketing and logistical services are needed for OSS,['For']
ibm_claim_pola,sample,For,"the commercial basis of media, journalism, and communication could have troubling implications for democracy",['For']
ibm_claim_pola,sample,For,freedom of speech and disseminating ideas do not amount to the right to insult,['For']
ibm_claim_pola,sample,For,The autonomy properties of FOSS make it useful,['For']
ibm_claim_pola,sample,For,Protectionism creates poverty,['For']
ibm_claim_pola,sample,For,all government intervention in the economy is wasteful,['For']
ibm_claim_pola,sample,For,the constant threat of impending rocket attacks has caused fear and disrupted the lives of the growing number of Israelis who live within range of such attacks,['For']
ibm_claim_pola,sample,For,exposure to violent video games causes both short term and long term aggression in players and decreases empathy and prosocial behavior,['For']
ibm_claim_pola,sample,For,advertisements promote a negative message about body image,['For']
ibm_claim_pola,sample,For,Immigrants are contributing to the congestion in the cities and to the rise in crime,['For']
ibm_claim_pola,sample,For,All life has intrinsic value,['For']
ibm_claim_pola,sample,For,free markets can solve the economy's problems automatically,['For']
ibm_claim_pola,sample,For,separation of older people from active roles in society is normal and appropriate,['For']
ibm_claim_pola,sample,For,wealth and income inequality are a cause of economic crises,['For']
ibm_claim_pola,sample,For,a free market is efficient at resource allocation,['For']
ibm_claim_pola,sample,For,"copyright is invalid because, unlike physical property, intellectual property is not scarce",['For']
ibm_claim_pola,sample,For,humiliation of the values that are held in high esteem by people cannot be justified by the freedom of speech,['For']
ibm_claim_pola,sample,For,all licit sexual acts must be open to procreation,['For']
ibm_claim_pola,sample,For,"In a free market, both labor and capital would receive the greatest possible reward",['For']
ibm_claim_pola,sample,For,The monarchy remains a symbol of imperialism and colonialism,['For']
ibm_claim_pola,sample,For,"the rich exploit the poor or otherwise gain unfair benefits, and thus should return some of those benefits",['For']
ibm_claim_pola,sample,For,natural (non-supernatural) theories adequately explain the development of religion and belief in gods,['For']
ibm_claim_pola,sample,For,the very conception of a just government in its duty to the citizen includes the reciprocal obligation of the citizen to render military service in case of need,['For']
ibm_claim_pola,sample,For,Sexual abstinence diminishes the risk of contracting sexually transmitted diseases,['For']
ibm_claim_pola,sample,For,competition leads to innovation and more affordable prices,['For']
ibm_claim_pola,sample,For,parents are in favor of the year-round schedule,['For']
ibm_claim_pola,sample,For,"what starts as temporary governmental fixes usually become permanent and expanding government programs, which stifle the private sector and civil society",['For']
ibm_claim_pola,sample,For,full-contact sports are barbaric,['For']
ibm_claim_pola,sample,For,there are no good reasons and no credible grounds for believing that gods exist,['For']
ibm_claim_pola,sample,For,non-reproduction would eventually allow humans to lead idyllic lifestyles,['For']
ibm_claim_pola,sample,For,nature is all there is,['For']
ibm_claim_pola,sample,For,"Through free competition between vendors for the provision of products and services, prices tend to decrease, and quality tends to increase",['For']
ibm_claim_pola,sample,For,Abuse is common in homes where pathological gambling is present,['For']
ibm_claim_pola,sample,For,The policy is considered as a great success in helping to implement China's current economic growth,['For']
ibm_claim_pola,sample,For,"Natural selection and similar scientific theories are superior to a ""God hypothesis""—the illusion of intelligent design—in explaining the living world and the cosmos",['For']
ibm_claim_pola,sample,For,open-source software provides solutions to unique or specific problems,['For']
ibm_claim_pola,sample,For,private market factors can more efficiently deliver many goods or service than governments due to free market competition,['For']
ibm_claim_pola,sample,For,The Israeli government's use of force in the Gaza Strip are acts of self-defense,['For']
ibm_claim_pola,sample,For,all over the world there are excellent universities run independently of the state,['For']
ibm_claim_pola,sample,For,democracy might cause peace,['For']
ibm_claim_pola,sample,For,wind power can improve energy security,['For']
ibm_claim_pola,sample,For,Restorative justice that fosters dialogue between victim and offender shows the highest rates of victim satisfaction,['For']
ibm_claim_pola,sample,For,oil and gas pipelines are an important asset of the economic development of almost any country,['For']
ibm_claim_pola,sample,For,Addicted gamblers cost companies loss of productivity and profit,['For']
ibm_claim_pola,sample,For,Markets would lead to equality,['For']
ibm_claim_pola,sample,For,Israel's right to self defence was acknowledged,['For']
ibm_claim_pola,sample,For,States possess an interest in preserving the flag as a unique symbol of national identity and principles,['For']
ibm_claim_pola,sample,For,"due to the unique and often esoteric nature of the BCS format, there has been controversy as to which two teams should play for the national championship",['For']
ibm_claim_pola,sample,For,the draft should be reinstated to make the military more equal,['For']
ibm_claim_pola,sample,For,Physical fitness can prevent or treat many chronic health conditions,['For']
ibm_claim_pola,sample,For,free trade would increase the likelihood of a lasting peace,['For']
ibm_claim_pola,sample,For,The laws of succession are held by some to be sexist,['For']
ibm_claim_pola,sample,For,it has been claimed to be morally objectionable to bring a potential person into existence,['For']
ibm_claim_pola,sample,For,Raising the school leaving age will tackle the problem of young people leaving school unskilled,['For']
ibm_claim_pola,sample,For,To stay healthy it is important to engage in physical activity,['For']
ibm_claim_pola,sample,For,"Without restrictions, total freedom of speech would allow freedom to slander",['For']
ibm_claim_pola,sample,For,Physical inactivity is increasing or high among many groups in the population,['For']
ibm_claim_pola,sample,For,Free trade promotes peace,['For']
ibm_claim_pola,sample,For,the open primary allows nonpartisan or independent voters to participate in the nominating process,['For']
ibm_claim_pola,sample,For,Reinforcement of sexist stereotypes has been claimed as an effect of violent video games,['For']
ibm_claim_pola,sample,For,Competition for students (and the education dollars that come with them) creates a catalyst for schools to create innovative programs,['For']
ibm_claim_pola,sample,For,unproven religious propositions deserve as much disbelief as all other unproven propositions,['For']
ibm_claim_pola,sample,For,Advertisers find ways to deceive consumers,['For']
ibm_claim_pola,sample,For,The overall idea of affirmitive action is to give children from less fortunate backgrounds more of a chance,['For']
ibm_claim_pola,sample,For,"during Operation Cast Lead, the IDF did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",['For']
ibm_claim_pola,sample,For,Restorative justice provides help for the offender in order to avoid future offences,['For']
ibm_claim_pola,sample,For,Holocaust denial is generally viewed as antisemitic,['For']
ibm_claim_pola,sample,For,transitional justice measures can send signals about the importance of accountability,['For']
ibm_claim_pola,sample,For,the household sector plays a very important role in wealth creation,['For']
ibm_claim_pola,sample,For,Providing safe-sex education promotes promiscuity,['For']
ibm_claim_pola,sample,For,Cigarette smoking produces substantial health-related economic costs to society,['For']
ibm_claim_pola,sample,For,The escalation of tensions in the Gaza Strip […] has been triggered by rocket attacks launched by Hamas against innocent Israeli civilians,['For']
ibm_claim_pola,sample,For,the state should confine its role to protecting individual liberty and property,['For']
ibm_claim_pola,sample,For,limitations on free speech balance rights to free speech and other rights,['For']
ibm_claim_pola,sample,For,Monarchy is ethnic-discrimination,['For']
ibm_claim_pola,sample,For,Excessive population growth may reduce output per worker,['For']
ibm_claim_pola,sample,For,"the rich have an obligation to assist the poor, thus creating a more financially egalitarian society",['For']
ibm_claim_pola,sample,For,Advertising has been criticized as inadvertently or even intentionally promoting sexism,['For']
ibm_claim_pola,sample,For,countries with a democratic system of governance are less likely to go to war,['For']
ibm_claim_pola,sample,For,Hydroelectricity is the most widely used form of renewable energy,['For']
ibm_claim_pola,sample,For,The right of Israel to defend itself against rockets and terrorist attacks is acknowledged,['For']
ibm_claim_pola,sample,For,If nonpartisan or independent voters are allowed to help select the nominees then they may be more likely to vote in the general election,['For']
ibm_claim_pola,sample,For,"hydro harnesses the natural energy of water and gravity, eliminating the need to burn coal or natural gas",['For']
ibm_claim_pola,sample,For,monarchy is expensive,['For']
ibm_claim_pola,sample,For,Students who attend year-round school say that their calendar is more balanced than their peers who have a typical school calendar,['For']
ibm_claim_pola,sample,For,human existence is causing environmental damage which will eventually bring about the extinction of humans (as well as other organisms,['For']
ibm_claim_pola,sample,For,There is no clear division between the force required to knock a person out and the force likely to kill a person,['For']
ibm_claim_pola,sample,For,"to improve the economy, policymakers should focus on reforms that remove impediments to work",['For']
ibm_claim_pola,sample,For,The blockade amounts to a flagrant contravention of international human rights and humanitarian law,['For']
ibm_claim_pola,sample,For,democracy and freedom are indispensable ingredient for a stable political system,['For']
ibm_claim_pola,sample,For,personal and technical skills learned in the military will improve later employment prospects in civilian life,['For']
ibm_claim_pola,sample,For,the immigrants will distort or spoil existing cultural values,['For']
ibm_claim_pola,sample,For,Care work is acknowledged as central to economic development and human well-being,['For']
ibm_claim_pola,sample,For,A partial-birth abortion bears no relevance to any measure needed to advance the health of any woman,['For']
ibm_claim_pola,sample,For,"when a nation is at war, many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured so long as men fight",['For']
ibm_claim_pola,sample,For,The law against blasphemy complements laws against racial discrimination and incitement to violence,['For']
ibm_claim_pola,sample,For,Abstinence-only programs delay the initiation of sex,['For']
ibm_claim_pola,sample,For,Condom use could encourage the spread of HIV by promoting extramarital sex,['For']
ibm_claim_pola,sample,For,Differential treatment of racial groups is intended to ameliorate past discrimination,['For']
ibm_claim_pola,sample,For,the American-led sanctions have had adverse effects on the civilian population,['For']
ibm_claim_pola,sample,For,the continuing increase in democracy worldwide will soon lead to an end to wars and democide,['For']
ibm_claim_pola,sample,For,Frequent and regular aerobic exercise has been shown to help prevent or treat serious and life-threatening chronic conditions,['For']
ibm_claim_pola,sample,For,Religions teachings are outdated in comparison with modern Western morals,['For']
ibm_claim_pola,sample,For,the agenda of economic integration would negatively affect industries,['For']
ibm_claim_pola,sample,For,The repeated firing of rockets by Hamas endangers the lives of both Israeli and Palestinian civilians,['For']
ibm_claim_pola,sample,For,"The only chance to build a decent world is ""to improve the general level of wealth"" via the activities of free markets",['For']
ibm_claim_pola,sample,For,No country can just passively accept being fired on,['For']
ibm_claim_pola,sample,For,multiculturalism is a tool for instilling students with pride and confidence in their unique and special backgrounds,['For']
ibm_claim_pola,sample,For,market economies are inherently stable if left to themselves,['For']
ibm_claim_pola,sample,For,imperfect markets are often better than imperfect governmental alternatives,['For']
ibm_claim_pola,sample,For,There is a positive relationship between casinos and crime,['For']
ibm_claim_pola,sample,For,Allowing property rights in ideas and information infringes on the right to own tangible property,['For']
ibm_claim_pola,sample,For,Population control is necessary for economic growth and improved living standards,['For']
ibm_claim_pola,sample,For,"Nuclear weapons may lessen a state's reliance on allies for security, thus preventing allies from dragging each other into wars",['For']
ibm_claim_pola,sample,For,Even if the blockade is eased it remains illegal under international law,['For']
ibm_claim_pola,sample,For,a market economy prevents long-term surpluses,['For']
ibm_claim_pola,sample,For,electronic funds transfers inherent in online gambling are being exploited by criminal interests,['For']
ibm_claim_pola,sample,For,religious authorities generally disapprove of gambling,['For']
ibm_claim_pola,sample,For,boxing remains the 8th most deadly sport,['For']
ibm_claim_pola,sample,For,"promotion of condom use will lead to irresponsible, risky sexual behavior",['For']
ibm_claim_pola,sample,For,The cultivation of tobacco is economically detrimental to the countries that produce it,['For']
ibm_claim_pola,sample,For,threats to our old energy systems provide a rationale for investing in renewable energy,['For']
ibm_claim_pola,sample,For,increased gun ownership leads to higher levels of crime,['For']
ibm_claim_pola,sample,For,procreation today is de facto child abuse,['For']
ibm_claim_pola,sample,For,A wind farm is highly reliable,['For']
ibm_claim_pola,sample,For,the blockade on Gaza is neither sustainable nor tenable in its present form,['For']
ibm_claim_pola,sample,For,"like humanity, the living environment as a whole has the same right to live and flourish",['For']
ibm_claim_pola,sample,For,Subsidies provide little benefit to the farmers themselves,['For']
ibm_claim_pola,sample,For,unionized workers raise their own wages above their natural rate at the expense of their businesses or other workers,['For']
ibm_claim_pola,sample,For,the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm,['For']
ibm_claim_pola,sample,For,competitive markets do a good job allocating resources,['For']
ibm_claim_pola,sample,For,democracy can be a path to lasting justice,['For']
ibm_claim_pola,sample,For,economic sanctions and political pressure by Western countries on Burma was counter-productive and futile,['For']
ibm_claim_pola,sample,For,Israel was acting in self-defence,['For']
ibm_claim_pola,sample,For,Free trade is generally considered to achieve an overall increase in utility in a society,['For']
ibm_claim_pola,sample,For,"wide availability results in increased scrutiny of the source code, making open source software more secure",['For']
ibm_claim_pola,sample,For,"in societies where inequality is lower, population-wide satisfaction and happiness tend to be higher",['For']
ibm_claim_pola,sample,For,free trade increases the global level of output,['For']
ibm_claim_pola,sample,For,Affirmative action is intended to ensure that minority groups within a society are included in all programs,['For']
ibm_claim_pola,sample,For,deliberate abortions are seriously immoral,['For']
ibm_claim_pola,sample,For,"voters ""overwhelmingly support term limits",['For']
ibm_claim_pola,sample,For,Mandatory military and national service are considered as ways of instilling maturity in young adults,['For']
ibm_claim_pola,sample,For,Multitrack schedules reportedly bring many benefits to schools that use them,['For']
ibm_claim_pola,sample,For,The blockade is deemed illegal,['For']
ibm_claim_pola,sample,For,Hydroelectric plants have high availability factors,['For']
ibm_claim_pola,sample,For,"Blasphemy has been condemned as a serious, or even the most serious, sin by the major creeds and Church theologians",['For']
ibm_claim_pola,sample,For,Copyright law is obsolete,['For']
ibm_claim_pola,sample,For,Wind power has gained very high social acceptance,['For']
ibm_claim_pola,sample,For,Unity without diversity results in cultural repression,['For']
ibm_claim_pola,sample,For,The flag's status as a special emblem of nationality entitles it to additional protections,['For']
ibm_claim_pola,sample,For,biodiversity has intrinsic aesthetic and spiritual value to mankind,['For']
ibm_claim_pola,sample,For,Hydro plants are able to act as load following power plants,['For']
ibm_claim_pola,sample,For,"as a standard embryo does have a highly valuable future, killing it is seriously wrong",['For']
ibm_claim_pola,sample,For,principles of individual liberty morally dictate support for free markets,['For']
ibm_claim_pola,sample,For,the monarchy is an outdated and regressive institution,['For']
ibm_claim_pola,sample,For,Most games played in the casino have mathematically-determined odds that ensure the house has at all times an advantage over the players,['For']
ibm_claim_pola,sample,For,professional armed forces can be more expensive than a draft-based military,['For']
ibm_claim_pola,sample,For,The combination of attributes which God may be asserted to have are logically contradictory,['For']
ibm_claim_pola,sample,For,controlled nuclear proliferation may be beneficial for inducing stability,['For']
ibm_claim_pola,sample,For,Rapid population growth is seen as an obstacle to development,['For']
ibm_claim_pola,sample,For,OSS does not require thinking about commercial pressure that often degrades the quality of the software,['For']
ibm_claim_pola,sample,For,the right to life begins at conception,['For']
ibm_claim_pola,sample,For,"the organisation is ""big on words but small on action",['For']
ibm_claim_pola,sample,For,cultural diversity is as necessary for humankind as biodiversity is for nature,['For']
ibm_claim_pola,sample,For,"advertising has unjustly ""colonized"" public, discursive and psychic spaces",['For']
ibm_claim_pola,sample,For,Monarchy harms the monarchs themselves,['For']
ibm_claim_pola,sample,For,Contraception denies the sovereign role of God in the transmission of human life,['For']
ibm_claim_pola,sample,For,Humanity cannot continue allowing a city to be slowly strangled,['For']
ibm_claim_pola,sample,For,criminal use of guns is far more common than self-defense use of guns,['For']
ibm_claim_pola,sample,For,pumped-storage hydroelectricity (PSH) is the largest-capacity form of grid energy storage available,['For']
ibm_claim_pola,sample,For,Hamas attacks are violations of basic humanitarian law,['For']
ibm_claim_pola,sample,For,"birth control, in all forms, is sin",['For']
ibm_claim_pola,sample,For,biological richness is an unmeasurable aesthetic that may be developed into commercial recreational attractions,['For']
ibm_claim_pola,sample,For,a decrease in the human population would prevent a significant amount of man-made human suffering,['For']
ibm_claim_pola,sample,For,Any government intervention is seen as useless,['For']
ibm_claim_pola,sample,For,violent video games may increase mild forms of aggressive behavior in children and young adults,['For']
ibm_claim_pola,sample,For,Hydro is a flexible source of electricity,['For']
ibm_claim_pola,sample,For,subsidies may distort the market and produce inefficiencies,['For']
ibm_claim_pola,sample,For,the state has an interest in preserving fetal life,['For']
ibm_claim_pola,sample,For,the right of all forms [of life] to live is a universal right,['For']
ibm_claim_pola,sample,For,"the people', not the members of one family, should be sovereign",['For']
ibm_claim_pola,sample,For,the current (international) copyright system undermines its own goal,['For']
ibm_claim_pola,sample,For,cultural diversity is as necessary for humankind as biodiversity is for the nature,['For']
ibm_claim_pola,sample,For,nature has an intrinsic value,['For']
ibm_claim_pola,sample,For,advertisement images disempower and objectify the consumer,['For']
ibm_claim_pola,sample,For,"an unfettered market"" is the most efficient mechanism to satisfy human needs and channel resources to their most productive uses",['For']
ibm_claim_pola,sample,For,Economic and political freedom are mutually dependent,['For']
ibm_claim_pola,sample,For,"the state has an ""important and legitimate interest in protecting the potentiality of human life",['For']
ibm_claim_pola,sample,For,As an alternative energy source a hydroelectric power source is cheaper than both nuclear and wind power,['For']
ibm_claim_pola,sample,For,a draft would make the military more representative of the American public at large,['For']
ibm_claim_pola,sample,For,one can not tolerate free speech concerning drugs,['For']
ibm_claim_pola,sample,For,moderate exercise has a beneficial effect on the human immune system,['For']
ibm_claim_pola,sample,For,Wind power uses little land,['For']
ibm_claim_pola,sample,For,God and other religious beliefs are human inventions,['For']
ibm_claim_pola,sample,For,hydro plants are highly dispatchable,['For']
ibm_claim_pola,sample,For,Unborn children have an inherent right to life,['For']
ibm_claim_pola,sample,For,"national security"" may simply serve as a pretext for suppressing unfavorable political and social views",['For']
ibm_claim_pola,sample,For,All the utterances intended to endanger the security of the State may be restrained in the interest of the security of the State,['For']
ibm_claim_pola,sample,For,The open source software allows anyone to make changes that will improve it,['For']
ibm_claim_pola,sample,For,this is the most technologically advanced and safest pipeline ever proposed,['For']
ibm_claim_pola,sample,For,corruption is more prevalent in non-privatized sectors,['For']
ibm_claim_pola,sample,For,"Other life-forms warrant our respect, whether or not they are of immediate benefit to us",['For']
