datasets,spl,single_ans,conversations,answer
ibm_type,sample,ANECDOTAL,"in 2003, Dr. Wade Exum, the United States Olympic Committee (USOC) director of drug control administration from 1991 to 2000, gave copies of documents to Sports Illustrated which revealed that some 100 American athletes who failed drug tests and should have been prevented from competing in the Olympics were nevertheless cleared to compete",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,Quotas are not legal in the United States,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"The Johnson administration embraced affirmative action in 1965, by issuing U.S Executive order 11246, later amended by Executive order 11375. The order, as amended, aims ""to correct the effects of past and present discrimination",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Early on, the British colonies used lotteries from time to time to help raise revenue. For example, lotteries were used to establish or improve dozens of universities and hundreds of secondary schools during the 18th and 19th centuries",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"national universities have been pressed by the Korean government, so now they are trying to meet the governmental goal which is to recruit a proportion of female professors",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On November 29, 2010 in South Philadelphia, Pennsylvania, 16-year-old boy Kendall Anderson bludgeoned his mother to death in her sleep with a claw hammer after she took away his PlayStation [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Since 1980, more than 200 amateur boxers, professional boxers and Toughman fighters have died as the result of ring or training injuries [REF]. Thus, in 1983, the Journal of the American Medical Association called for a ban on boxing",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"I was running 200m in 24 seconds. My trainer told me the pills were vitamins, but I soon had cramp in my legs, my voice became gruff and sometimes I couldn't talk any more. Then I started to grow a moustache and my periods stopped",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On February 27, 2004 in Leicester, UK, 17-year-old Warren Leblanc lured 14-year-old Stefan Pakeerah into a park and murdered him by stabbing him repeatedly with a claw hammer and knife. Leblanc was reportedly obsessed with Manhunt",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Islam[REF] has permitted the child marriage of older men to girls as young as 10 years of age. The Seyaj Organization for the Protection of Children describes cases of a 10 year old girl being married and raped in Yemen (Nujood Ali),[REF] a 13 year old Yemeni girl dying of internal bleeding three days after marriage,[REF][REF] and a 12 year old girl dying in childbirth after marriage [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,a charity bingo site called BigHeartBingo.co.uk has been set up on a not-for-profit basis to raise funds for charity in the same way that lotteries do,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"The IGA makes it an offence to provide an interactive gambling service to a customer physically present in Australia, but it is not an offence for Australian residents to play poker or casino games online",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On February 27, 2004 in Leicester, UK, 17-year-old Warren Leblanc lured 14-year-old Stefan Pakeerah into a park and murdered him by stabbing him repeatedly with a claw hammer and knife. Leblanc was reportedly obsessed with Manhunt",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In India, the Indian Institutes of Technology found that to achieve substantive equality of opportunity, the school had to reserve 22.5 percent of seats for applicants from ""historically disadvantaged schedule castes and tribes.""[REF][REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"The first generation of conditional cash transfers (e.g. Mexico’s Oportunidades and Brazil’s Bolsa Familia) have been marked by good implementation with respect to targeting, general administration and impact evaluation. These programs have been proven to be very effective in reducing poverty in the short term since they have helped to increase household income and consumption in poor families [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On October 13, 2008, the disappearance of Brandon Crisp and his subsequent death involving, according to his parents, obsessive playing of Call of Duty 4: Modern Warfare has been referenced in discussions about video game obsession and spawned a report aired by CBC's the fifth estate on video game addiction and Brandon's story titled ""Top Gun"", subtitled ""When a video gaming obsession turns to addiction and tragedy"" [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"in Northwest Territories in the Canadian north, aboriginal people are given preference for jobs and education",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In June 2007, 22-year-old Alejandro Garcia from Texas shot dead his cousin after arguing over whose turn it was to play the game Scarface: The World Is Yours",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In May 2010, French gamer Julien Barreaux located and stabbed a fellow player who had stabbed Barreaux on the game Counter-Strike. The judge at his trial called him ""a menace to society.""[REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Critics also claim that Islam authorizes the punishment of female rape victims, citing a Saudi Arabian case where a rape victim was sentenced to receive 90 lashes because she was in a car with a man that was not her relative [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"This right has its roots in a longstanding Western tradition—although it was already recognized by the Egyptians, the Greeks and the Hebrews—Descartes went to the Netherlands, Voltaire to England, Hobbes to France (followed by many English nobles during the English Civil War, etc",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Among North American Indians important nativist movements include Neolin (the ""Delaware Prophet"", 1762), Tenskwatawa (the Shawnee prophet, 1808), and Wovoka (the Ghost Dance movement, 1889). They displayed anti-white racism, teaching that whites were morally inferior to the Indians and their ways must be rejected. Thus Tenskwatawa taught that the Americans were ""children of the Evil Spirit.""[REF][REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In April 2000, 16-year-old Spanish teenager Josי Rabadבn Pardo murdered his father, mother and his sister with a katana, proclaiming that he was on an ""avenging mission"" by Squall Leonhart, the main character of the video game Final Fantasy VIII [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"As a result of the Bangladesh Liberation War, on 27 March 1971, Prime Minister of India, Indira Gandhi, expressed full support of her Government to the Bangladeshi struggle for freedom. The Bangladesh-India border was opened to allow panic-stricken Bangladeshis' safe shelter in India",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"BBC News questioned whether it was wise to ask female army recruits to undergo the same strenuous tests as their male counterparts, since many women were being injured as a result [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,The Orderly Departure Program from 1979 until 1994 helped to resettle refugees in the United States as well as other Western countries,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In the 1740s, the foundation of Princeton and Columbia Universities was financed by lotteries, as was the University of Pennsylvania by the Academy Lottery in 1755",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In February 2003, 16-year-old American Dustin Lynch was charged with aggravated murder and made an insanity defense that he was ""obsessed"" with Grand Theft Auto III. Long time video game opponent and former attorney Jack Thompson encouraged the father of victim JoLynn Mishne to pass a note to the judge that said ""the attorneys had better tell the jury about the violent video game that trained this kid [and] showed him how to kill our daughter, JoLynn. If they don't, I will.""[REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In April 2000, 16-year-old Spanish teenager Josי Rabadבn Pardo murdered his father, mother and his sister with a katana, proclaiming that he was on an ""avenging mission"" by Squall Leonhart, the main character of the video game Final Fantasy VIII [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In November of 2008, Nebraska voters passed a constitutional ban on government-sponsored affirmative action. Initiative 424 bars government from giving preferential treatment to people on the basis of ethnicity or gender [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"The Employment Equity Act and the Broad Based Black Economic Empowerment Act aim to promote and achieve equality in the workplace (in South Africa termed ""equity""), by advancing people from designated groups",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In 2008, the Genetic Information Nondiscrimination Act prevents employers from using genetic information when hiring, firing, or promoting employees [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On April 9, 2011 in Alphen Aan Den Rijn, The Netherlands, 24-year-old Tristan van der Vlis opened fire in a shopping mall, releasing more than a hundred bullets with a semi-automatic rifle and a handgun, killing 6 people and wounding 17 others, after which he also killed himself [REF]. A fair amount of attention was given to the fact that Van Der Vlis had been playing Call of Duty: Modern Warfare 2 and to the alleged similarities between the events in Alphen a/d Rijn and the controversial ""No Russian"" mission in the game (also known as the 'Airport Massacre') where the player can choose to (or choose not to) partake in the killing of a large group of innocent people inside an airport terminal [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On June 25, 2003, two American step brothers, Joshua and William Buckner, aged 14 and 16, respectively, used a rifle to fire at vehicles on Interstate 40 in Tennessee, killing a 45-year-old man and wounding a 19-year-old woman. The two shooters told investigators they had been inspired by Grand Theft Auto III [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,The education and services supplied by the Title X-funded clinics support young individuals and low-income families. The goals of developing healthy families are accomplished by helping individuals and couples decide whether to have children and when the appropriate time to do so would be [REF,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In 1997, the American Association of Professional Ringside Physicians was established to create medical protocols through research and education to prevent injuries in boxing [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"most of all Korean universities at the top level are adapting some affirmative actions in cases of Chinese ethnic minority, North Korean refugees, etc. in their recruiting new students",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Heidi Krieger competed in the East German athletics team, winning the gold medal for shot put in the 1986 European Championships in Athletics.   From the age of 16 onward, Krieger was systematically doped with anabolic steroids, which have significant androgenic effects on the body. She had already had doubts about her sexuality, and the chemical changes resulting from the steroids only exacerbated them. Eventually, she had many of the characteristics of a man",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In the 19th century, the United Kingdom accorded political asylum to various persecuted people, among whom were many members of the socialist movement (including Karl Marx",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Government policy provides preferential placement for ethnic Malays, and 95% of all new intakes for the army, hospital nurses, police, and other government institutions are Malays",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"No distinctions based on race, religion or sex are allowed under the 1958 French Constitution",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In January 2010, 9-year-old Anthony Maldonado was stabbed by relative Alejandro Morales after an argument regarding Maldonado's recently purchased copy of Tony Hawk: Ride and PlayStation 3 console [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On August 2, 2008, Polwat Chinno, a 19-year-old Thai teenager, stabbed a Bangkok taxi driver to death during an attempt to steal the driver's cab in order to obtain money to buy a copy of Grand Theft Auto IV. A police official said that the teen was trying to copy a similar act in the game",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,Las Vegas became an attractive target for investment by crime figures such as New York's Bugsy Siegel,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On April 9, 2011 in Alphen Aan Den Rijn, The Netherlands, 24-year-old Tristan van der Vlis opened fire in a shopping mall, releasing more than a hundred bullets with a semi-automatic rifle and a handgun, killing 6 people and wounding 17 others, after which he also killed himself [REF]. A fair amount of attention was given to the fact that Van Der Vlis had been playing Call of Duty: Modern Warfare 2 and to the alleged similarities between the events in Alphen a/d Rijn and the controversial ""No Russian"" mission in the game (also known as the 'Airport Massacre') where the player can choose to (or choose not to) partake in the killing of a large group of innocent people inside an airport terminal [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,Some opponents of affirmative action view the greater access by women and minority groups to be at the expense of groups considered dominant (typically white men,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,In 2010 Arizona voters passed a constitutional ban on government-sponsored affirmative action known as Proposition 107 [REF,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On December 27, 2004, 13-year-old Xiao Yi committed suicide by jumping from a twenty-four story building in Tianjin, China, as a result of the effects of his addiction, hoping to be ""reunited"" with his fellow gamers in the afterlife, according to his suicide notes. Prior to his death, he had spent 36 consecutive hours playing Warcraft III [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,There is a University Grants Commission (UGC) set up that provides financial assistance to universities for the establishment of Special Cells for SC/STs. Their purpose is to help universities implement the reservation policy in the student admissions and staff recruitment processes at teaching and non teaching levels. They also help the SC/ST categories integrate with the university community and remove the difficulties which they may have experienced. SC/ST cells like these have been set up in 109 universities,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"From the 1840s to 1920 German Americans were distrusted because of their separatist social structure, their love of beer, their German-language schools, their attachment to their native tongue over English, and their neutrality in World War I",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Some Brazilian Universities (State and Federal) have created systems of preferred admissions (quotas) for racial minorities (blacks and native Brazilians), the poor and people with disabilities",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,Article 23 of the Universal Declaration of Human Rights identifies the ability to organize trade unions as a fundamental human right [REF,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Islam[REF] has permitted the child marriage of older men to girls as young as 10 years of age. The Seyaj Organization for the Protection of Children describes cases of a 10 year old girl being married and raped in Yemen (Nujood Ali),[REF] a 13 year old Yemeni girl dying of internal bleeding three days after marriage,[REF][REF] and a 12 year old girl dying in childbirth after marriage [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In January 2010, 9-year-old Anthony Maldonado was stabbed by relative Alejandro Morales after an argument regarding Maldonado's recently purchased copy of Tony Hawk: Ride and PlayStation 3 console [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Following the September 11, 2001 attacks in the United States, discrimination and racialized violence has markedly increased against Arab Americans and many other religious and cultural groups [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Drug abuse, including alcohol and prescription drugs can induce symptomatology which resembles mental illness",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"1996 saw the establishment of the Kahnawake Gaming Commission, which regulated online gaming activity from the Mohawk Territory of Kahnawake and issues gaming licences to many of the world's online casinos and poker rooms [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"the rules on certain diets—such as the Torah's prohibition of eating pork or shellfish—may have made sense some thousands of years ago, when certain animals were often infested with parasites. However, such a prohibition in modern times may be illogical, as the quality and safety of food have improved",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Initiative 200, 1998  in Washington was overwhelmingly passed by the electorate. Taking effect on December 3, 1998, it applies to all local governments, including counties, cities, and towns. I-200 prohibits ""preferential treatment"" based on race, sex, color, ethnicity, or national origin in public employment, education, and contracting",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On June 25, 2003, two American step brothers, Joshua and William Buckner, aged 14 and 16, respectively, used a rifle to fire at vehicles on Interstate 40 in Tennessee, killing a 45-year-old man and wounding a 19-year-old woman. The two shooters told investigators they had been inspired by Grand Theft Auto III [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"In 1931, Nevada legalized most forms of gambling when Assembly Bill 98 was signed into law, providing a source of revenue for the state [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,The rising tension and resentment of the Malays for the Chinese and vice versa culminated in the vicious riots of 13 May 1969 [REF,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,It was banned in Albania from 1965 till the fall of Communism in 1991,['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On November 22, 2010, the New Jersey state Senate became the first such US body to pass a bill (S490) expressly legalizing certain forms of online gambling",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"A 2001 report exposed that a quota of 20,000 abortions and sterilizations was set for Huaiji County in Guangdong Province in one year due to reported disregard of the one-child policy",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"Muslims in Bangladesh issued a fatwa (religious decree) calling for the death of poet and author Taslima Nasrin because of the women's rights issues raised in her books, particularly her novel Lajja [REF",['ANECDOTAL']
ibm_type,sample,ANECDOTAL,"On April 9, 2011 in Alphen Aan Den Rijn, The Netherlands, 24-year-old Tristan van der Vlis opened fire in a shopping mall, releasing more than a hundred bullets with a semi-automatic rifle and a handgun, killing 6 people and wounding 17 others, after which he also killed himself [REF]. A fair amount of attention was given to the fact that Van Der Vlis had been playing Call of Duty: Modern Warfare 2 and to the alleged similarities between the events in Alphen a/d Rijn and the controversial ""No Russian"" mission in the game (also known as the 'Airport Massacre') where the player can choose to (or choose not to) partake in the killing of a large group of innocent people inside an airport terminal [REF",['ANECDOTAL']
